level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
3	1	182	1	0	0	1366	2289	282	3	-1	
4	1	182	1	1	0	1366	2289	282	3	-1	
5	1	182	1	1	1	1366	2289	202	3	18.661201	——|——|/——
5	1	182	1	1	2	1596	2289	52	3	40.674713	|——
2	1	183	0	0	0	1679	2291	131	3	-1	
3	1	183	1	0	0	1679	2291	131	3	-1	
4	1	183	1	1	0	1679	2291	131	3	-1	
5	1	183	1	1	1	1679	2291	51	3	18.545486	ee
2	1	184	0	0	0	206	2313	361	31	-1	
3	1	184	1	0	0	206	2313	361	31	-1	
4	1	184	1	1	0	206	2313	361	31	-1	
5	1	184	1	1	1	206	2313	155	24	96.673569	GENERAL
5	1	184	1	1	2	374	2313	110	24	96.352043	NOTES
5	1	184	1	1	3	496	2313	71	31	96.018967	[GN]:
2	1	185	0	0	0	203	2368	29	26	-1	
3	1	185	1	0	0	203	2368	29	26	-1	
4	1	185	1	1	0	203	2368	29	26	-1	
5	1	185	1	1	1	203	2368	29	26	87.431023	[1]
2	1	186	0	0	0	254	2367	833	24	-1	
3	1	186	1	0	0	254	2367	833	24	-1	
4	1	186	1	1	0	254	2367	833	24	-1	
5	1	186	1	1	1	254	2367	57	20	96.634872	FOR
5	1	186	1	1	2	323	2367	134	20	96.576950	INTERIOR
5	1	186	1	1	3	468	2367	139	24	96.476227	PLACARD,
5	1	186	1	1	4	620	2367	54	20	96.605507	USE
5	1	186	1	1	5	687	2367	59	20	95.222900	GCS
5	1	186	1	1	6	756	2367	99	20	96.734039	COLOR
5	1	186	1	1	7	866	2367	221	24	95.756371	SPECIFICATION,
2	1	187	0	0	0	1137	2365	948	31	-1	
3	1	187	1	0	0	1137	2365	948	31	-1	
4	1	187	1	1	0	1137	2365	948	31	-1	
5	1	187	1	1	1	1137	2366	78	29	96.042549	THE
5	1	187	1	1	2	1229	2365	232	31	95.601089	TECHNICAL
5	1	187	1	1	3	1476	2365	193	31	95.328125	CONTENT
5	1	187	1	1	4	1683	2365	52	31	95.890266	OF
5	1	187	1	1	5	1750	2365	90	31	96.351166	THIS
5	1	187	1	1	6	1855	2365	230	31	96.527008	DOCUMENT
2	1	188	0	0	0	2315	2359	834	28	-1	
3	1	188	1	0	0	2315	2359	834	28	-1	
4	1	188	1	1	0	2315	2359	834	28	-1	
5	1	188	1	1	1	2315	2359	109	22	96.681946	ETIHAD
5	1	188	1	1	2	2434	2359	140	22	96.308884	AIRWAYS
5	1	188	1	1	3	2586	2359	211	22	93.295044	ENGINEERING
5	1	188	1	1	4	2809	2359	112	28	91.156250	(EYEng)
5	1	188	1	1	5	2933	2359	216	22	96.196518	PROPRIETARY
2	1	189	0	0	0	255	2405	420	20	-1	
3	1	189	1	0	0	255	2405	420	20	-1	
4	1	189	1	1	0	255	2405	420	20	-1	
5	1	189	1	1	1	255	2405	112	20	95.621742	UNLESS
5	1	189	1	1	2	377	2405	171	20	96.544861	OTHERWISE
5	1	189	1	1	3	559	2405	116	20	96.025841	STATED.
2	1	190	0	0	0	2154	2393	1137	15	-1	
3	1	190	1	0	0	2154	2393	1137	15	-1	
4	1	190	1	1	0	2154	2393	1137	15	-1	
5	1	190	1	1	1	2154	2393	40	15	96.808083	THE
5	1	190	1	1	2	2202	2393	54	15	96.038155	DATA
5	1	190	1	1	3	2262	2393	121	15	95.915871	CONTAINED
5	1	190	1	1	4	2391	2393	18	15	95.746086	IN
5	1	190	1	1	5	2417	2393	44	15	96.003197	THIS
5	1	190	1	1	6	2471	2393	97	15	95.857651	DRAWING
5	1	190	1	1	7	2577	2393	16	15	96.824562	IS
5	1	190	1	1	8	2602	2393	27	15	95.992371	OF
5	1	190	1	1	9	2635	2393	14	15	95.416618	A
5	1	190	1	1	10	2657	2393	147	15	95.416618	PROPRIETARY
5	1	190	1	1	11	2809	2393	43	15	95.684975	AND
5	1	190	1	1	12	2860	2393	151	15	95.842468	CONFIDENTIAL
5	1	190	1	1	13	3019	2393	83	15	96.742126	NATURE
5	1	190	1	1	14	3114	2393	43	15	95.993034	AND
5	1	190	1	1	15	3166	2393	15	15	94.763702	IS
5	1	190	1	1	16	3190	2393	40	15	96.771492	THE
5	1	190	1	1	17	3236	2393	55	15	96.380875	SOLE
2	1	191	0	0	0	2181	2418	1082	19	-1	
3	1	191	1	0	0	2181	2418	1082	19	-1	
4	1	191	1	1	0	2181	2418	1082	19	-1	
5	1	191	1	1	1	2181	2418	113	15	96.195778	PROPERTY
5	1	191	1	1	2	2301	2418	27	15	92.494759	OF
5	1	191	1	1	3	2336	2418	67	19	90.701836	EYEng.
5	1	191	1	1	4	2418	2418	28	15	96.957756	NO
5	1	191	1	1	5	2455	2418	162	15	96.221909	UNAUTHORIZED
5	1	191	1	1	6	2626	2418	45	18	96.838799	USE,
5	1	191	1	1	7	2678	2418	114	18	96.593605	SCANNING,
5	1	191	1	1	8	2800	2418	92	15	96.593109	TRACING
5	1	191	1	1	9	2900	2418	30	15	96.591736	OR
5	1	191	1	1	10	2938	2418	166	15	95.882500	PHOTOCOPYING
5	1	191	1	1	11	3113	2418	16	15	96.344246	IS
5	1	191	1	1	12	3136	2418	101	15	96.711494	ALLOWED
5	1	191	1	1	13	3246	2418	17	15	96.376755	IN
2	1	192	0	0	0	3422	2363	113	47	-1	
3	1	192	1	0	0	3422	2363	113	47	-1	
4	1	192	1	1	0	3422	2363	113	47	-1	
5	1	192	1	1	1	3422	2363	113	47	31.413383	lai!
2	1	193	0	0	0	3680	2384	788	38	-1	
3	1	193	1	0	0	3680	2384	788	38	-1	
4	1	193	1	1	0	3680	2384	788	38	-1	
5	1	193	1	1	1	3680	2385	178	36	95.814262	ETIHAD
5	1	193	1	1	2	3874	2384	229	38	95.802734	AIRWAYS
5	1	193	1	1	3	4124	2384	344	38	95.948486	ENGINEERING
2	1	194	0	0	0	1144	2414	938	31	-1	
3	1	194	1	0	0	1144	2414	938	31	-1	
4	1	194	1	1	0	1144	2414	938	31	-1	
5	1	194	1	1	1	1144	2414	35	31	84.832924	IS
5	1	194	1	1	2	1190	2414	226	31	96.455315	APPROVED
5	1	194	1	1	3	1432	2415	141	30	96.287109	UNDER
5	1	194	1	1	4	1586	2415	78	29	96.287109	THE
5	1	194	1	1	5	1677	2414	237	31	96.707642	AUTHORITY
5	1	194	1	1	6	1926	2414	53	31	96.968605	OF
5	1	194	1	1	7	1992	2415	90	29	95.798096	THE:
2	1	195	0	0	0	2146	2443	1152	19	-1	
3	1	195	1	0	0	2146	2443	1152	19	-1	
4	1	195	1	1	0	2146	2443	1152	19	-1	
5	1	195	1	1	1	2146	2443	148	15	96.352493	WHATSOEVER
5	1	195	1	1	2	2301	2443	88	15	95.778847	MANNER
5	1	195	1	1	3	2395	2443	97	15	95.981888	WITHOUT
5	1	195	1	1	4	2499	2443	39	15	96.250275	THE
5	1	195	1	1	5	2545	2443	94	15	95.051102	WRITTEN
5	1	195	1	1	6	2646	2443	101	15	95.051102	CONSENT
5	1	195	1	1	7	2754	2443	27	15	91.878075	OF
5	1	195	1	1	8	2789	2443	62	19	91.878075	EYEng
5	1	195	1	1	9	2866	2443	124	15	89.900963	INADVANCE
5	1	195	1	1	10	2996	2443	43	15	96.553223	AND
5	1	195	1	1	11	3048	2443	42	15	96.666901	FOR
5	1	195	1	1	12	3096	2443	40	15	96.666901	THE
5	1	195	1	1	13	3151	2443	111	15	96.282845	PURPOSES
5	1	195	1	1	14	3271	2443	27	15	96.327980	OF
2	1	196	0	0	0	3343	2419	267	36	-1	
3	1	196	1	0	0	3343	2419	267	36	-1	
4	1	196	1	1	0	3343	2419	267	36	-1	
5	1	196	1	1	1	3343	2419	94	36	33.188950	eT
5	1	196	1	1	2	3443	2419	167	36	79.792557	IHAD
2	1	197	0	0	0	203	2452	29	26	-1	
3	1	197	1	0	0	203	2452	29	26	-1	
4	1	197	1	1	0	203	2452	29	26	-1	
5	1	197	1	1	1	203	2452	29	26	90.329285	[2]
2	1	198	0	0	0	253	2452	851	24	-1	
3	1	198	1	0	0	253	2452	851	24	-1	
4	1	198	1	1	0	253	2452	851	24	-1	
5	1	198	1	1	1	253	2452	51	20	94.928711	ALL
5	1	198	1	1	2	315	2452	179	20	94.928711	DIMENSIONS
5	1	198	1	1	3	503	2452	57	20	96.186447	ARE
5	1	198	1	1	4	573	2452	23	20	96.562462	IN
5	1	198	1	1	5	609	2452	196	24	96.327606	MILLIMETERS,
5	1	198	1	1	6	816	2452	110	20	96.030693	UNLESS
5	1	198	1	1	7	936	2452	168	20	95.248566	OTHERWISE
2	1	199	0	0	0	2149	2468	1144	19	-1	
3	1	199	1	0	0	2149	2468	1144	19	-1	
4	1	199	1	1	0	2149	2468	1144	19	-1	
5	1	199	1	1	1	2149	2468	66	15	96.364769	WORK
5	1	199	1	1	2	2221	2468	27	15	96.031746	TO
5	1	199	1	1	3	2257	2468	25	15	94.472939	BE
5	1	199	1	1	4	2289	2468	92	15	96.173126	CARRIED
5	1	199	1	1	5	2389	2468	39	15	96.419647	OUT
5	1	199	1	1	6	2439	2468	50	15	96.448425	WITH
5	1	199	1	1	7	2497	2468	39	15	96.486259	THE
5	1	199	1	1	8	2543	2468	112	15	95.601837	APPROVAL
5	1	199	1	1	9	2667	2468	42	15	95.601837	AND
5	1	199	1	1	10	2717	2468	101	15	96.235199	CONSENT
5	1	199	1	1	11	2825	2468	27	15	93.162224	OF
5	1	199	1	1	12	2860	2468	67	19	92.195023	EYEng.
5	1	199	1	1	13	2935	2468	42	15	96.615829	ANY
5	1	199	1	1	14	2985	2468	84	15	96.473167	PERSON
5	1	199	1	1	15	3076	2468	50	15	96.226830	WHO
5	1	199	1	1	16	3135	2468	110	15	96.208145	BREACHES
5	1	199	1	1	17	3254	2468	39	15	96.376427	THE
2	1	200	0	0	0	3395	2469	168	20	-1	
3	1	200	1	0	0	3395	2469	168	20	-1	
4	1	200	1	1	0	3395	2469	168	20	-1	
5	1	200	1	1	1	3395	2469	168	20	96.601814	AIRWAYS
2	1	201	0	0	0	3670	2447	807	33	-1	
3	1	201	1	0	0	3670	2447	807	33	-1	
4	1	201	1	1	0	3670	2447	807	33	-1	
5	1	201	1	1	1	3670	2447	159	33	95.915504	DESIGN,
5	1	201	1	1	2	3847	2447	275	28	95.488327	ENGINEERING
5	1	201	1	1	3	4136	2447	83	28	94.675056	AND
5	1	201	1	1	4	4236	2447	241	28	94.675056	INNOVATION
2	1	202	0	0	0	253	2487	118	20	-1	
3	1	202	1	0	0	253	2487	118	20	-1	
4	1	202	1	1	0	253	2487	118	20	-1	
5	1	202	1	1	1	253	2487	118	20	96.500755	STATED.
2	1	203	0	0	0	1157	2468	46	46	-1	
3	1	203	1	0	0	1157	2468	46	46	-1	
4	1	203	1	1	0	1157	2468	46	46	-1	
5	1	203	1	1	1	1157	2468	46	46	35.465149	Xx]
2	1	204	0	0	0	1256	2476	444	32	-1	
3	1	204	1	0	0	1256	2476	444	32	-1	
4	1	204	1	1	0	1256	2476	444	32	-1	
5	1	204	1	1	1	1256	2476	85	32	96.029114	DOA
5	1	204	1	1	2	1356	2476	68	31	90.287079	Ref.
5	1	204	1	1	3	1442	2476	258	32	90.287079	EASA.21J.163
2	1	205	0	0	0	2202	2493	1039	15	-1	
3	1	205	1	0	0	2202	2493	1039	15	-1	
4	1	205	1	1	0	2202	2493	1039	15	-1	
5	1	205	1	1	1	2202	2493	71	15	96.785133	ABOVE
5	1	205	1	1	2	2282	2493	75	15	96.658028	NOTICE
5	1	205	1	1	3	2364	2493	48	15	96.915695	WILL
5	1	205	1	1	4	2420	2493	25	15	96.137436	BE
5	1	205	1	1	5	2453	2493	39	15	96.137436	THE
5	1	205	1	1	6	2505	2493	95	15	96.069504	SUBJECT
5	1	205	1	1	7	2606	2493	27	15	96.181053	OF
5	1	205	1	1	8	2642	2493	64	15	96.157814	LEGAL
5	1	205	1	1	9	2715	2493	136	15	96.130714	PROCEEDING
5	1	205	1	1	10	2860	2493	42	15	96.130714	FOR
5	1	205	1	1	11	2910	2493	83	15	96.844994	BREACH
5	1	205	1	1	12	3001	2493	27	15	96.979950	OF
5	1	205	1	1	13	3035	2493	40	15	96.897102	THE
5	1	205	1	1	14	3082	2493	71	15	96.202698	ABOVE
5	1	205	1	1	15	3161	2493	80	15	96.482437	NOTICE.
2	1	206	0	0	0	203	2530	29	26	-1	
3	1	206	1	0	0	203	2530	29	26	-1	
4	1	206	1	1	0	203	2530	29	26	-1	
5	1	206	1	1	1	203	2530	29	26	95.024818	[3]
2	1	207	0	0	0	253	2530	777	20	-1	
3	1	207	1	0	0	253	2530	777	20	-1	
4	1	207	1	1	0	253	2530	777	20	-1	
5	1	207	1	1	1	253	2530	132	20	96.528519	PLACARD
5	1	207	1	1	2	397	2530	74	20	96.943481	PART
5	1	207	1	1	3	481	2530	131	20	96.609695	MARKING
5	1	207	1	1	4	625	2530	23	20	95.718239	IS
5	1	207	1	1	5	658	2530	37	20	96.616753	TO
5	1	207	1	1	6	707	2530	34	20	96.577232	BE
5	1	207	1	1	7	753	2530	78	20	96.756531	DONE
5	1	207	1	1	8	840	2530	37	20	96.555367	AS
5	1	207	1	1	9	888	2530	142	20	96.410179	FOLLOWS:
2	1	208	0	0	0	2120	2526	181	24	-1	
3	1	208	1	0	0	2120	2526	181	24	-1	
4	1	208	1	1	0	2120	2526	181	24	-1	
5	1	208	1	1	1	2120	2526	120	24	96.214294	DRAWN
5	1	208	1	1	2	2253	2526	48	24	96.164131	BY:
2	1	209	0	0	0	2725	2523	227	31	-1	
3	1	209	1	0	0	2725	2523	227	31	-1	
4	1	209	1	1	0	2725	2523	227	31	-1	
5	1	209	1	1	1	2725	2523	158	31	96.582268	CHECKED
5	1	209	1	1	2	2895	2523	41	24	93.040588	BY
5	1	209	1	1	3	2949	2529	3	18	92.600342	:
2	1	210	0	0	0	3346	2504	267	30	-1	
3	1	210	1	0	0	3346	2504	267	30	-1	
4	1	210	1	1	0	3346	2504	267	30	-1	
5	1	210	1	1	1	3346	2504	267	30	96.481743	ENGINEERING
2	1	211	0	0	0	3712	2497	723	33	-1	
3	1	211	1	0	0	3712	2497	723	33	-1	
4	1	211	1	1	0	3712	2497	723	33	-1	
5	1	211	1	1	1	3712	2497	80	28	95.924927	ABU
5	1	211	1	1	2	3809	2497	128	33	96.560341	DHABI,
5	1	211	1	1	3	3955	2497	144	28	95.046280	UNITED
5	1	211	1	1	4	4112	2497	107	28	95.046280	ARAB
5	1	211	1	1	5	4235	2497	200	28	96.432480	EMIRATES
2	1	212	0	0	0	1253	2539	200	24	-1	
3	1	212	1	0	0	1253	2539	200	24	-1	
4	1	212	1	1	0	1253	2539	200	24	-1	
5	1	212	1	1	1	1253	2539	63	24	95.848259	SEE
5	1	212	1	1	2	1327	2539	103	24	96.819138	TABLE
5	1	212	1	1	3	1444	2539	9	24	95.152046	1
2	1	213	0	0	0	273	2573	512	26	-1	
3	1	213	1	0	0	273	2573	512	26	-1	
4	1	213	1	1	0	273	2573	512	26	-1	
5	1	213	1	1	1	273	2573	14	26	96.748276	i)
5	1	213	1	1	2	306	2573	57	20	95.487495	FOR
5	1	213	1	1	3	374	2573	74	20	95.487495	PART
5	1	213	1	1	4	459	2573	178	20	96.007248	FABRICATED
5	1	213	1	1	5	648	2573	35	20	93.300201	BY
5	1	213	1	1	6	693	2573	92	26	92.425461	EYEng,
2	1	214	0	0	0	3344	2566	95	24	-1	
3	1	214	1	0	0	3344	2566	95	24	-1	
4	1	214	1	1	0	3344	2566	95	24	-1	
5	1	214	1	1	1	3344	2566	95	24	96.055656	TITLE:
2	1	215	0	0	0	307	2607	784	26	-1	
3	1	215	1	0	0	307	2607	784	26	-1	
4	1	215	1	1	0	307	2607	784	26	-1	
5	1	215	1	1	1	307	2607	74	20	95.407143	PART
5	1	215	1	1	2	392	2607	131	20	95.391449	MARKING
5	1	215	1	1	3	535	2607	23	20	96.754395	IS
5	1	215	1	1	4	568	2607	38	20	96.594437	TO
5	1	215	1	1	5	617	2607	34	20	96.710602	BE
5	1	215	1	1	6	664	2607	78	20	96.710602	DONE
5	1	215	1	1	7	752	2607	38	20	96.857193	AS
5	1	215	1	1	8	801	2607	56	20	92.289307	PER
5	1	215	1	1	9	867	2607	84	26	92.141571	EYEng
5	1	215	1	1	10	961	2607	58	20	96.178177	TPM
5	1	215	1	1	11	1029	2607	62	24	96.178177	5-28,
2	1	216	0	0	0	308	2642	793	26	-1	
3	1	216	1	0	0	308	2642	793	26	-1	
4	1	216	1	1	0	308	2642	793	26	-1	
5	1	216	1	1	1	308	2642	154	20	96.024254	INCLUDING
5	1	216	1	1	2	471	2642	85	20	96.156693	WHEN
5	1	216	1	1	3	567	2642	158	20	96.410385	APPROVED
5	1	216	1	1	4	737	2642	99	20	92.902817	UNDER
5	1	216	1	1	5	847	2642	84	26	92.902817	EYEng
5	1	216	1	1	6	943	2642	73	20	96.297401	EASA
5	1	216	1	1	7	1026	2642	75	20	88.529007	DOA
5	1	216	1	1	8	1088	2638	16	35	88.529007	/
2	1	217	0	0	0	307	2676	482	26	-1	
3	1	217	1	0	0	307	2676	482	26	-1	
4	1	217	1	1	0	307	2676	482	26	-1	
5	1	217	1	1	1	307	2676	86	26	91.617592	EYEng
5	1	217	1	1	2	405	2676	79	20	91.761810	GCAA
5	1	217	1	1	3	494	2676	60	20	93.271217	DOA
5	1	217	1	1	4	571	2676	42	20	92.030518	OR
5	1	217	1	1	5	623	2676	85	26	91.134361	EYEng
5	1	217	1	1	6	719	2676	70	20	96.235878	MRO.
2	1	218	0	0	0	1157	2652	46	46	-1	
3	1	218	1	0	0	1157	2652	46	46	-1	
4	1	218	1	1	0	1157	2652	46	46	-1	
5	1	218	1	1	1	1157	2652	46	46	31.832573	bx]
2	1	219	0	0	0	1256	2658	418	32	-1	
3	1	219	1	0	0	1256	2658	418	32	-1	
4	1	219	1	1	0	1256	2658	418	32	-1	
5	1	219	1	1	1	1256	2658	85	32	96.335968	DOA
5	1	219	1	1	2	1356	2658	68	31	93.295433	Ref.
5	1	219	1	1	3	1442	2659	232	31	90.015099	UAE.21J.002
2	1	220	0	0	0	3646	2639	554	41	-1	
3	1	220	1	0	0	3646	2639	554	41	-1	
4	1	220	1	1	0	3646	2639	554	41	-1	
5	1	220	1	1	1	3646	2639	253	41	95.429573	INTERIOR
5	1	220	1	1	2	3919	2639	281	41	95.429573	MARKINGS
2	1	221	0	0	0	2205	2684	94	24	-1	
3	1	221	1	0	0	2205	2684	94	24	-1	
4	1	221	1	1	0	2205	2684	94	24	-1	
5	1	221	1	1	1	2205	2684	94	24	92.558746	RAMO
2	1	222	0	0	0	2358	2671	112	37	-1	
3	1	222	1	0	0	2358	2671	112	37	-1	
4	1	222	1	1	0	2358	2671	112	37	-1	
5	1	222	1	1	1	2358	2671	112	37	93.933113	ASTRO
2	1	223	0	0	0	2841	2686	272	24	-1	
3	1	223	1	0	0	2841	2686	272	24	-1	
4	1	223	1	1	0	2841	2686	272	24	-1	
5	1	223	1	1	1	2841	2686	130	24	96.407578	JOWELL
5	1	223	1	1	2	2985	2686	128	24	96.509483	FLORES
2	1	224	0	0	0	258	2723	812	26	-1	
3	1	224	1	0	0	258	2723	812	26	-1	
4	1	224	1	1	0	258	2723	812	26	-1	
5	1	224	1	1	1	258	2723	20	26	92.481834	ii)
5	1	224	1	1	2	289	2723	57	20	96.439697	FOR
5	1	224	1	1	3	358	2723	74	20	96.035515	PART
5	1	224	1	1	4	442	2723	178	20	96.667725	FABRICATED
5	1	224	1	1	5	632	2723	36	20	96.946098	BY
5	1	224	1	1	6	679	2723	147	20	95.707504	EXTERNAL
5	1	224	1	1	7	837	2723	233	20	95.982025	MANUFACTURER
2	1	225	0	0	0	2109	2730	373	24	-1	
3	1	225	1	0	0	2109	2730	373	24	-1	
4	1	225	1	1	0	2109	2730	373	24	-1	
5	1	225	1	1	1	2109	2730	179	24	96.085464	LANGUAGE
5	1	225	1	1	2	2298	2730	184	24	96.687050	APPROVAL:
2	1	226	0	0	0	3858	2704	147	47	-1	
3	1	226	1	0	0	3858	2704	147	47	-1	
4	1	226	1	1	0	3858	2704	147	47	-1	
5	1	226	1	1	1	3858	2704	147	47	96.624077	A350
2	1	227	0	0	0	292	2757	733	26	-1	
3	1	227	1	0	0	292	2757	733	26	-1	
4	1	227	1	1	0	292	2757	733	26	-1	
5	1	227	1	1	1	292	2757	108	26	96.380936	(OTHER
5	1	227	1	1	2	409	2757	75	20	92.585846	THAN
5	1	227	1	1	3	496	2757	97	26	92.867325	EYEng)
5	1	227	1	1	4	604	2757	73	20	96.558243	PART
5	1	227	1	1	5	688	2757	80	20	96.719185	MARK
5	1	227	1	1	6	776	2757	70	20	95.902458	WITH
5	1	227	1	1	7	857	2757	75	20	95.412567	"EPA"
5	1	227	1	1	8	940	2757	85	20	95.412567	WHEN
2	1	228	0	0	0	1253	2761	200	24	-1	
3	1	228	1	0	0	1253	2761	200	24	-1	
4	1	228	1	1	0	1253	2761	200	24	-1	
5	1	228	1	1	1	1253	2761	63	24	96.432884	SEE
5	1	228	1	1	2	1327	2761	103	24	96.687248	TABLE
5	1	228	1	1	3	1444	2761	9	24	94.811943	1
2	1	229	0	0	0	2236	2780	112	17	-1	
3	1	229	1	0	0	2236	2780	112	17	-1	
4	1	229	1	1	0	2236	2780	112	17	-1	
5	1	229	1	1	1	2236	2780	112	17	0.000000	———
2	1	230	0	0	0	2725	2727	399	56	-1	
3	1	230	1	0	0	2725	2727	399	56	-1	
4	1	230	1	1	0	2725	2727	399	56	-1	
5	1	230	1	1	1	2725	2731	159	24	96.853119	CHECKED
5	1	230	1	1	2	2897	2731	41	24	96.992065	BY
5	1	230	1	1	3	2944	2727	29	56	0.000000	PL
5	1	230	1	1	4	2991	2731	133	24	0.000000	SINEER
2	1	231	0	0	0	3089	2780	22	8	-1	
3	1	231	1	0	0	3089	2780	22	8	-1	
4	1	231	1	1	0	3089	2780	22	8	-1	
5	1	231	1	1	1	3089	2780	22	8	52.115074	“~
2	1	232	0	0	0	290	2792	782	26	-1	
3	1	232	1	0	0	290	2792	782	26	-1	
4	1	232	1	1	0	290	2792	782	26	-1	
5	1	232	1	1	1	290	2792	158	20	96.448555	APPROVED
5	1	232	1	1	2	460	2792	99	20	93.301453	UNDER
5	1	232	1	1	3	570	2792	85	26	91.192841	EYEng
5	1	232	1	1	4	667	2792	75	20	95.790977	EASA
5	1	232	1	1	5	752	2792	60	20	95.790977	DOA
5	1	232	1	1	6	821	2792	41	20	96.397644	OR
5	1	232	1	1	7	870	2792	70	20	96.205605	WITH
5	1	232	1	1	8	951	2792	65	20	96.033989	"UAE
5	1	232	1	1	9	1027	2792	45	20	95.764816	PA"
2	1	233	0	0	0	2472	2806	8	12	-1	
3	1	233	1	0	0	2472	2806	8	12	-1	
4	1	233	1	1	0	2472	2806	8	12	-1	
5	1	233	1	1	1	2472	2806	8	12	41.062515	+
2	1	234	0	0	0	3810	2773	229	52	-1	
3	1	234	1	0	0	3810	2773	229	52	-1	
4	1	234	1	1	0	3810	2773	229	52	-1	
5	1	234	1	1	1	3810	2773	229	52	96.489723	(CARGO)
2	1	235	0	0	0	290	2826	685	26	-1	
3	1	235	1	0	0	290	2826	685	26	-1	
4	1	235	1	1	0	290	2826	685	26	-1	
5	1	235	1	1	1	290	2826	85	20	96.883263	WHEN
5	1	235	1	1	2	386	2826	158	20	95.796844	APPROVED
5	1	235	1	1	3	556	2826	98	20	93.300552	UNDER
5	1	235	1	1	4	666	2826	85	26	92.848946	EYEng
5	1	235	1	1	5	763	2826	78	20	92.738152	GCAA
5	1	235	1	1	6	850	2826	60	20	95.013252	DOA
5	1	235	1	1	7	917	2826	58	20	96.020950	AND
2	1	236	0	0	0	2289	2792	55	41	-1	
3	1	236	1	0	0	2289	2792	55	41	-1	
4	1	236	1	1	0	2289	2792	55	41	-1	
5	1	236	1	1	1	2285	2770	12	68	2.444382	:
2	1	237	0	0	0	290	2861	832	24	-1	
3	1	237	1	0	0	290	2861	832	24	-1	
4	1	237	1	1	0	290	2861	832	24	-1	
5	1	237	1	1	1	290	2861	207	20	96.093842	ADDITIONALLY
5	1	237	1	1	2	507	2861	80	20	96.539543	MARK
5	1	237	1	1	3	596	2861	54	20	96.539543	THE
5	1	237	1	1	4	662	2861	87	24	96.533638	NAME,
5	1	237	1	1	5	760	2861	186	24	96.425125	TRADEMARK,
5	1	237	1	1	6	956	2861	41	20	92.634476	OR
5	1	237	1	1	7	1006	2861	116	20	91.903809	SYMBOL|
2	1	238	0	0	0	1255	2845	139	32	-1	
3	1	238	1	0	0	1255	2845	139	32	-1	
4	1	238	1	1	0	1255	2845	139	32	-1	
5	1	238	1	1	1	1255	2845	139	32	96.657898	OTHER
2	1	239	0	0	0	293	2895	496	20	-1	
3	1	239	1	0	0	293	2895	496	20	-1	
4	1	239	1	1	0	293	2895	496	20	-1	
5	1	239	1	1	1	293	2895	178	20	95.922791	IDENTIFYING
5	1	239	1	1	2	481	2895	55	20	96.041092	THE
5	1	239	1	1	3	548	2895	241	20	96.041092	MANUFACTURER.
2	1	240	0	0	0	2235	2883	269	24	-1	
3	1	240	1	0	0	2235	2883	269	24	-1	
4	1	240	1	1	0	2235	2883	269	24	-1	
5	1	240	1	1	1	2235	2883	97	24	92.863869	TALAL
5	1	240	1	1	2	2342	2884	38	23	90.080727	AL
5	1	240	1	1	3	2391	2883	113	24	89.842033	JAWALI
2	1	241	0	0	0	2801	2879	348	24	-1	
3	1	241	1	0	0	2801	2879	348	24	-1	
4	1	241	1	1	0	2801	2879	348	24	-1	
5	1	241	1	1	1	2801	2879	69	24	92.710625	NUR
5	1	241	1	1	2	2882	2879	267	24	58.642502	EKO‘BUDIYANTO
2	1	242	0	0	0	3338	2892	585	24	-1	
3	1	242	1	0	0	3338	2892	585	24	-1	
4	1	242	1	1	0	3338	2892	585	24	-1	
5	1	242	1	1	1	3338	2892	335	24	92.989822	PLACARD
5	1	242	1	1	2	3501	2888	21	41	90.354660	/
5	1	242	1	1	3	3539	2892	134	24	96.490517	MARKING
5	1	242	1	1	4	3696	2892	153	24	96.434631	DRAWING
5	1	242	1	1	5	3871	2892	52	24	96.227226	NO.
2	1	243	0	0	0	4342	2893	136	24	-1	
3	1	243	1	0	0	4342	2893	136	24	-1	
4	1	243	1	1	0	4342	2893	136	24	-1	
5	1	243	1	1	1	4342	2893	65	24	93.914223	REV
5	1	243	1	1	2	4418	2893	60	24	93.914223	LTR
2	1	244	0	0	0	242	2935	545	26	-1	
3	1	244	1	0	0	242	2935	545	26	-1	
4	1	244	1	1	0	242	2935	545	26	-1	
5	1	244	1	1	1	242	2935	26	26	82.171631	iii)
5	1	244	1	1	2	287	2935	74	20	94.679199	PART
5	1	244	1	1	3	372	2935	131	20	96.717529	MARKING
5	1	244	1	1	4	514	2935	76	20	96.150269	FONT
5	1	244	1	1	5	599	2935	71	20	96.394333	TYPE
5	1	244	1	1	6	680	2935	107	20	87.095482	"ARIAL".
2	1	245	0	0	0	2112	2935	386	24	-1	
3	1	245	1	0	0	2112	2935	386	24	-1	
4	1	245	1	1	0	2112	2935	386	24	-1	
5	1	245	1	1	1	2112	2935	177	24	96.232330	APPROVAL
5	1	245	1	1	2	2301	2935	197	24	96.289261	SIGNATORY:
2	1	246	0	0	0	2730	2935	91	24	-1	
3	1	246	1	0	0	2730	2935	91	24	-1	
4	1	246	1	1	0	2730	2935	91	24	-1	
5	1	246	1	1	1	2730	2935	91	24	96.706024	DATE:
2	1	247	0	0	0	203	2978	880	26	-1	
3	1	247	1	0	0	203	2978	880	26	-1	
4	1	247	1	1	0	203	2978	880	26	-1	
5	1	247	1	1	1	203	2978	29	26	96.644356	[4]
